,wiek,zawod,stan_cywilny,wyksztalcenie,ma_kredyt,kredyt_mieszkaniowy,ma_pozyczke,sposob_kontaktu,miesiac,day_of_week,dl_polaczenia,liczba_polaczen_aktualnej_kampanii,liczba_dni_od_ost_kontaktu,liczba_polaczen_przed_aktualna_kampania,wynik_poprzedniej_kampanii,wsk_zmien_zatrudnienia,wsk_cen_konsum,wsk_zauf_konsum,euribor3m,liczba_pracownikow,target
23854,38,technician,divorced,professional.course,1,0,1,cellular,aug,fri,79,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23858,32,technician,married,university.degree,1,1,1,cellular,aug,fri,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23859,59,admin.,married,high.school,1,0,1,cellular,aug,fri,91,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23860,29,admin.,married,university.degree,1,0,1,cellular,aug,fri,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23861,35,admin.,married,university.degree,1,1,1,cellular,aug,fri,245,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23862,30,admin.,single,university.degree,1,0,1,cellular,aug,fri,141,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23863,42,admin.,married,university.degree,1,1,1,cellular,aug,fri,71,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23864,42,admin.,married,university.degree,1,0,1,cellular,aug,fri,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23867,32,admin.,divorced,university.degree,1,1,1,cellular,aug,fri,63,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23868,44,admin.,married,professional.course,1,0,1,cellular,aug,fri,122,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23870,32,admin.,single,university.degree,1,0,1,telephone,aug,fri,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23871,33,technician,single,professional.course,1,0,1,cellular,aug,fri,141,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23873,31,technician,divorced,university.degree,1,1,0,cellular,aug,fri,180,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23874,46,technician,married,unknown,1,0,1,cellular,aug,fri,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23877,43,technician,married,high.school,1,0,1,cellular,aug,fri,60,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23878,45,admin.,married,high.school,1,0,1,cellular,aug,fri,130,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23880,41,technician,married,professional.course,1,0,0,cellular,aug,fri,264,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23881,54,services,married,high.school,1,0,1,cellular,aug,fri,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23882,41,technician,married,professional.course,1,0,1,cellular,aug,fri,307,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23883,41,technician,married,high.school,1,1,0,cellular,aug,fri,210,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23884,42,admin.,divorced,university.degree,1,0,1,cellular,aug,fri,77,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23885,41,housemaid,married,basic.4y,1,0,1,telephone,aug,fri,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23886,45,management,married,university.degree,1,0,0,cellular,aug,fri,186,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23887,37,admin.,married,university.degree,1,1,1,telephone,aug,fri,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23889,49,services,married,unknown,1,1,1,telephone,aug,fri,104,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23890,32,technician,single,high.school,1,0,1,cellular,aug,fri,85,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23891,29,admin.,single,university.degree,1,0,1,telephone,aug,fri,59,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23893,29,admin.,single,university.degree,1,1,1,cellular,aug,fri,186,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23894,50,management,married,university.degree,1,1,1,cellular,aug,fri,299,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23895,45,blue-collar,married,basic.9y,1,0,1,cellular,aug,fri,161,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23897,31,technician,single,professional.course,1,0,1,cellular,aug,fri,91,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23898,32,admin.,married,university.degree,1,1,1,cellular,aug,fri,133,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23899,54,services,married,high.school,1,0,1,cellular,aug,fri,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23901,33,admin.,single,university.degree,1,1,1,cellular,aug,fri,38,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23903,32,entrepreneur,married,university.degree,1,0,1,cellular,aug,fri,19,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23904,33,technician,single,professional.course,1,0,1,cellular,aug,fri,436,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23906,38,technician,divorced,professional.course,1,0,1,cellular,aug,fri,64,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23907,35,admin.,married,university.degree,1,0,1,cellular,aug,fri,511,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23908,31,admin.,single,university.degree,1,0,1,cellular,aug,fri,961,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23909,34,admin.,married,university.degree,1,0,1,cellular,aug,fri,76,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23910,41,management,married,university.degree,1,1,1,cellular,aug,fri,124,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23911,41,technician,married,high.school,1,1,1,cellular,aug,fri,66,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23912,33,unemployed,married,university.degree,1,0,1,cellular,aug,fri,54,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23914,33,technician,married,professional.course,1,0,1,cellular,aug,fri,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23915,32,admin.,single,university.degree,1,0,0,cellular,aug,fri,709,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23916,44,technician,single,professional.course,1,0,1,cellular,aug,fri,95,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23917,43,technician,married,high.school,1,0,1,telephone,aug,fri,251,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23918,33,unemployed,married,university.degree,1,0,1,cellular,aug,fri,59,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23919,30,admin.,divorced,university.degree,1,0,1,cellular,aug,fri,398,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23920,53,self-employed,married,university.degree,1,0,1,cellular,aug,fri,47,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23921,38,admin.,married,university.degree,1,1,1,cellular,aug,fri,173,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23922,33,admin.,single,university.degree,1,1,1,cellular,aug,fri,69,14,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23923,30,admin.,divorced,university.degree,1,0,1,cellular,aug,fri,77,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23924,53,self-employed,married,university.degree,1,0,1,cellular,aug,fri,300,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23925,55,blue-collar,married,basic.4y,1,1,1,cellular,aug,fri,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23926,53,self-employed,married,university.degree,1,1,1,cellular,aug,fri,39,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23927,40,self-employed,married,university.degree,1,1,1,cellular,aug,fri,81,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23928,40,admin.,divorced,professional.course,1,0,1,telephone,aug,fri,18,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23929,29,technician,single,university.degree,1,1,1,telephone,aug,fri,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23930,60,admin.,married,basic.9y,1,1,1,cellular,aug,fri,24,11,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23933,31,admin.,married,university.degree,1,0,0,cellular,aug,fri,92,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23934,59,retired,married,basic.4y,1,0,1,telephone,aug,fri,162,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23936,59,retired,married,basic.4y,1,0,1,cellular,aug,fri,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23937,33,technician,married,professional.course,1,0,1,telephone,aug,fri,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23938,58,admin.,married,university.degree,1,0,1,cellular,aug,fri,76,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23939,30,technician,single,high.school,1,0,1,cellular,aug,fri,90,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23940,38,admin.,married,university.degree,1,1,1,cellular,aug,fri,14,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23941,35,technician,married,high.school,1,0,1,telephone,aug,fri,129,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23942,32,management,single,university.degree,1,1,1,cellular,aug,fri,157,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23943,33,unemployed,single,university.degree,1,0,1,telephone,aug,fri,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23946,32,admin.,married,university.degree,1,0,1,cellular,aug,fri,122,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23947,35,technician,married,high.school,1,1,1,cellular,aug,fri,133,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23950,29,admin.,single,university.degree,1,0,0,cellular,aug,fri,493,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23951,47,admin.,married,university.degree,1,1,1,cellular,aug,fri,451,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23953,34,technician,married,university.degree,1,0,1,cellular,aug,fri,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23954,29,technician,married,professional.course,1,1,0,cellular,aug,fri,370,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23955,35,management,married,university.degree,1,0,1,cellular,aug,fri,93,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23956,30,admin.,divorced,university.degree,1,0,0,cellular,aug,fri,201,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23958,52,blue-collar,married,basic.9y,1,1,1,cellular,aug,fri,85,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23959,29,admin.,single,university.degree,1,0,1,cellular,aug,fri,301,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23960,60,admin.,married,basic.9y,1,0,1,cellular,aug,fri,60,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23961,45,admin.,married,university.degree,1,1,1,cellular,aug,fri,27,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23962,38,admin.,married,university.degree,1,0,1,telephone,aug,fri,20,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23963,53,management,married,university.degree,1,0,0,telephone,aug,fri,81,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23964,53,management,married,university.degree,1,1,1,telephone,aug,fri,74,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23965,33,unemployed,married,university.degree,1,0,1,cellular,aug,fri,53,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23966,33,admin.,single,university.degree,1,1,1,cellular,aug,fri,35,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23968,50,admin.,married,basic.9y,1,1,1,cellular,aug,fri,215,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23969,31,admin.,married,university.degree,1,0,1,telephone,aug,fri,43,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23970,38,technician,divorced,professional.course,1,0,1,cellular,aug,fri,73,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23971,41,admin.,married,university.degree,1,1,1,cellular,aug,fri,106,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23972,33,admin.,married,university.degree,1,1,1,telephone,aug,fri,120,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23973,41,admin.,married,university.degree,1,1,1,telephone,aug,fri,51,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23974,48,blue-collar,married,basic.4y,1,0,1,cellular,aug,fri,669,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23975,45,technician,married,professional.course,1,1,0,cellular,aug,fri,46,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23976,33,admin.,married,university.degree,1,1,1,cellular,aug,fri,127,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23978,45,technician,married,professional.course,1,1,1,cellular,aug,fri,17,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23979,58,retired,married,basic.4y,1,0,1,cellular,aug,fri,68,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23980,45,technician,married,professional.course,1,0,0,cellular,aug,fri,215,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23981,41,admin.,married,university.degree,1,0,1,telephone,aug,fri,63,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23983,59,retired,married,unknown,1,0,0,cellular,aug,fri,117,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23984,51,self-employed,married,high.school,1,0,1,cellular,aug,fri,8,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23985,41,admin.,married,university.degree,1,0,1,cellular,aug,fri,6,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23986,60,admin.,married,university.degree,1,1,1,cellular,aug,fri,515,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23987,59,retired,married,unknown,1,1,0,cellular,aug,fri,88,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23988,58,retired,married,basic.4y,1,0,0,cellular,aug,fri,89,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23989,55,technician,married,professional.course,1,0,1,telephone,aug,fri,77,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
23990,44,admin.,married,high.school,1,0,1,telephone,oct,fri,159,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,0
23991,42,admin.,married,high.school,1,0,0,telephone,oct,fri,103,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,1
23992,39,blue-collar,married,basic.9y,1,1,1,telephone,oct,fri,270,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,1
23993,56,unknown,married,unknown,1,1,1,telephone,oct,fri,235,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,1
23994,30,entrepreneur,married,university.degree,1,1,1,telephone,oct,fri,223,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,1
23995,43,technician,single,professional.course,1,1,1,telephone,oct,fri,147,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,0
23996,27,self-employed,single,university.degree,1,1,1,telephone,oct,fri,24,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,0
23997,46,admin.,divorced,high.school,1,0,1,telephone,oct,fri,3253,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,0
23998,42,self-employed,married,basic.4y,1,1,1,telephone,oct,fri,478,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,1
23999,52,technician,married,professional.course,1,0,0,telephone,oct,mon,164,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,0
24000,35,management,married,university.degree,1,0,1,telephone,oct,mon,309,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,0
24001,35,entrepreneur,married,university.degree,1,0,0,telephone,oct,mon,2429,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,0
24002,48,admin.,married,high.school,1,1,1,telephone,oct,mon,312,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,1
24004,30,admin.,single,university.degree,1,0,0,telephone,oct,mon,718,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,1
24005,39,technician,divorced,university.degree,1,1,0,telephone,oct,mon,2016,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,1
24006,38,blue-collar,single,unknown,1,0,1,telephone,oct,tue,39,1,999,1,failure,-0.1,93.798,-40.4,4.968,5195.8,0
24007,44,admin.,divorced,high.school,1,0,1,telephone,oct,tue,294,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,1
24008,59,admin.,married,university.degree,1,1,1,telephone,oct,tue,85,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,1
24009,33,housemaid,married,high.school,1,1,1,telephone,oct,tue,37,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,1
24010,32,admin.,married,high.school,1,1,1,telephone,oct,tue,101,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,1
24011,59,blue-collar,married,professional.course,1,1,1,telephone,oct,tue,19,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,0
24012,40,services,married,high.school,1,0,1,telephone,oct,tue,144,1,999,1,failure,-0.1,93.798,-40.4,4.968,5195.8,1
24013,35,blue-collar,married,basic.9y,1,0,1,telephone,oct,tue,4,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,0
24014,56,blue-collar,married,unknown,1,0,1,telephone,oct,tue,54,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,0
24015,27,student,single,high.school,1,1,1,telephone,oct,tue,187,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,1
24016,41,admin.,single,high.school,1,1,1,telephone,oct,tue,49,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,0
24017,30,technician,single,university.degree,1,1,1,telephone,oct,wed,676,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1
24018,36,technician,married,high.school,1,1,1,telephone,oct,wed,157,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1
24019,56,technician,married,professional.course,1,1,1,telephone,oct,wed,73,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,0
24020,43,self-employed,married,high.school,1,0,1,telephone,oct,wed,181,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1
24021,48,admin.,married,university.degree,1,1,1,telephone,oct,wed,98,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1
24022,37,admin.,single,high.school,1,0,1,telephone,oct,wed,313,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,1
24023,36,services,married,high.school,1,0,1,telephone,oct,thu,41,1,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,0
24024,25,services,single,high.school,1,0,1,telephone,oct,thu,301,1,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,1
24025,39,technician,married,professional.course,1,1,1,telephone,oct,thu,171,1,999,0,nonexistent,-0.1,93.798,-40.4,4.921,5195.8,1
24026,39,blue-collar,married,basic.9y,1,0,1,telephone,oct,fri,112,1,999,0,nonexistent,-0.1,93.798,-40.4,4.918,5195.8,1
24027,58,retired,married,university.degree,1,0,1,telephone,oct,fri,12,1,999,0,nonexistent,-0.1,93.798,-40.4,4.918,5195.8,0
24028,38,admin.,married,high.school,1,0,1,telephone,oct,fri,97,1,999,0,nonexistent,-0.1,93.798,-40.4,4.918,5195.8,1
24029,26,entrepreneur,married,basic.9y,1,0,1,telephone,oct,fri,5,1,999,0,nonexistent,-0.1,93.798,-40.4,4.918,5195.8,0
24030,46,admin.,divorced,university.degree,1,1,1,telephone,oct,mon,376,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,1
24031,29,technician,single,professional.course,1,0,1,telephone,oct,mon,150,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,1
24032,32,admin.,married,university.degree,1,1,0,telephone,oct,mon,27,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,0
24033,31,admin.,married,university.degree,1,0,1,telephone,oct,mon,131,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,1
24034,49,admin.,single,university.degree,1,0,1,telephone,oct,mon,51,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,0
24035,26,admin.,single,university.degree,1,0,1,telephone,oct,mon,251,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,1
24036,27,blue-collar,single,professional.course,1,0,1,telephone,oct,mon,3284,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,0
24037,31,admin.,single,university.degree,1,0,1,telephone,oct,tue,125,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1
24038,43,blue-collar,married,basic.9y,1,1,1,telephone,oct,tue,10,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,0
24039,45,technician,divorced,high.school,1,0,1,telephone,oct,tue,141,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1
24040,31,blue-collar,married,basic.6y,1,0,1,telephone,oct,tue,154,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1
24041,34,admin.,single,university.degree,1,1,1,telephone,oct,tue,135,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1
24042,27,admin.,single,university.degree,1,1,1,telephone,oct,tue,540,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1
24043,33,entrepreneur,married,university.degree,1,0,1,telephone,oct,tue,454,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,1
24044,33,technician,married,professional.course,1,0,1,telephone,oct,wed,171,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,1
24045,49,blue-collar,married,basic.6y,1,1,1,telephone,oct,wed,11,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,0
24046,30,admin.,married,university.degree,1,1,1,telephone,oct,wed,313,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,1
24047,33,admin.,married,university.degree,1,1,1,telephone,oct,wed,167,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,0
24048,34,blue-collar,single,high.school,1,0,1,telephone,oct,wed,266,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,1
24049,36,self-employed,single,university.degree,1,0,1,telephone,oct,thu,248,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1
24050,56,technician,married,high.school,1,1,1,telephone,oct,thu,234,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1
24051,31,technician,single,university.degree,1,1,1,telephone,oct,thu,154,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1
24052,34,blue-collar,divorced,high.school,1,0,1,telephone,oct,thu,160,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1
24053,58,admin.,divorced,high.school,1,1,1,telephone,oct,thu,81,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,0
24054,38,entrepreneur,married,basic.4y,1,1,1,telephone,oct,fri,227,1,999,0,nonexistent,-0.1,93.798,-40.4,4.76,5195.8,1
24055,42,management,married,university.degree,1,1,1,telephone,oct,fri,615,1,999,0,nonexistent,-0.1,93.798,-40.4,4.76,5195.8,1
24056,33,admin.,married,university.degree,1,1,1,cellular,oct,fri,18,1,999,0,nonexistent,-0.1,93.798,-40.4,4.76,5195.8,0
24057,31,admin.,married,university.degree,1,0,1,telephone,nov,mon,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.733,5195.8,0
24058,33,admin.,married,university.degree,1,1,1,telephone,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42.0,4.733,5195.8,0
24059,30,admin.,married,university.degree,1,1,1,cellular,nov,tue,95,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,0
24060,25,admin.,single,university.degree,1,1,0,telephone,nov,tue,5,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,0
24061,32,technician,married,professional.course,1,0,1,telephone,nov,tue,399,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,1
24062,32,management,married,university.degree,1,0,0,telephone,nov,tue,15,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,0
24063,57,retired,divorced,university.degree,1,0,1,telephone,nov,tue,21,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,0
24064,48,admin.,married,high.school,1,0,1,telephone,nov,tue,217,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,0
24065,30,blue-collar,married,basic.9y,1,1,1,telephone,nov,tue,465,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,1
24066,50,entrepreneur,married,university.degree,1,1,1,telephone,nov,tue,209,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,1
24067,30,technician,married,professional.course,1,0,1,telephone,nov,wed,6,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,0
24068,45,unknown,married,unknown,1,1,1,telephone,nov,wed,169,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,1
24069,36,admin.,married,university.degree,1,0,1,telephone,nov,wed,449,1,999,1,failure,-0.1,93.2,-42.0,4.663,5195.8,0
24070,57,admin.,divorced,university.degree,1,1,1,telephone,nov,wed,5,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,0
24071,25,management,married,university.degree,1,0,1,telephone,nov,wed,268,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,1
24072,39,management,married,university.degree,1,0,1,telephone,nov,wed,204,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,1
24073,27,self-employed,married,professional.course,1,1,1,telephone,nov,wed,669,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,1
24074,33,blue-collar,married,basic.9y,1,0,0,telephone,nov,wed,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,0
24075,47,admin.,married,university.degree,1,1,0,telephone,nov,wed,23,1,999,0,nonexistent,-0.1,93.2,-42.0,4.663,5195.8,0
24076,41,admin.,single,high.school,1,0,1,telephone,nov,thu,234,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,1
24077,30,admin.,married,high.school,1,0,1,telephone,nov,thu,26,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,0
24078,29,technician,married,university.degree,1,0,1,cellular,nov,thu,150,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,1
